customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1024-guald,female,0,Yes,No,1,No,no phone service,dsl,no,no,no,no,no,no,month-to-month,Yes,electronic check,24.8,24.8,Yes
4827-usjhp,male,0,No,No,20,Yes,no,dsl,no,yes,no,no,no,no,month-to-month,Yes,mailed check,51.8,1023.85,No
8167-gjlrn,male,0,No,No,3,No,no phone service,dsl,no,no,no,yes,no,no,month-to-month,No,electronic check,30.4,82.15,No
0956-sycwg,female,0,No,No,13,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,electronic check,19.65,244.8,No
8017-uvszu,female,0,Yes,No,40,Yes,yes,dsl,no,yes,no,no,no,no,month-to-month,No,credit card (automatic),56.6,2379.1,No
7100-fqprv,male,0,Yes,Yes,43,Yes,yes,dsl,yes,no,no,yes,no,yes,one year,Yes,credit card (automatic),71.9,3173.35,No
2472-ovkup,male,0,Yes,No,6,Yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,Yes,electronic check,91,531,Yes
2984-rgeya,female,0,Yes,Yes,69,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),19.75,1375.4,No
9680-niauv,female,0,Yes,Yes,72,Yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,No,credit card (automatic),109.7,8129.3,No
2146-egvdt,male,0,Yes,Yes,59,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),19.3,1192.7,No
2604-ijpdu,female,0,Yes,No,20,Yes,no,fiber optic,yes,yes,no,yes,yes,no,month-to-month,Yes,electronic check,96.55,1901.65,No
9178-jhuvj,male,0,Yes,Yes,24,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,bank transfer (automatic),24.1,587.4,No
6168-ybynp,male,0,No,No,59,Yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,Yes,electronic check,111.35,6519.75,No
7255-ssfbc,male,0,Yes,Yes,72,Yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),112.25,8041.65,No
3645-deygf,male,0,No,Yes,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.75,20.75,No
9323-hgfwy,female,0,Yes,No,27,Yes,no,fiber optic,yes,no,no,yes,yes,yes,one year,Yes,credit card (automatic),101.9,2681.15,No
8544-goqsh,female,0,No,No,14,Yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,Yes,credit card (automatic),80.05,1112.3,No
3363-dtivd,male,0,Yes,Yes,71,Yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,No,electronic check,105.55,7405.5,No
7018-wbjnk,male,0,No,Yes,13,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,credit card (automatic),78.3,1033.95,No
9142-kzxop,male,0,No,No,44,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,No,credit card (automatic),68.85,2958.95,No
7674-ytafd,female,0,No,No,33,Yes,no,fiber optic,no,yes,no,yes,no,no,one year,Yes,bank transfer (automatic),79.95,2684.85,No
6348-snfus,male,0,Yes,Yes,72,No,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,Yes,credit card (automatic),55.45,4179.2,No
1285-okipp,male,0,No,No,1,Yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,No,electronic check,79.9,79.9,Yes
7825-ecjrf,female,0,No,No,19,Yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,Yes,electronic check,106.6,1934.45,Yes
1347-kttta,male,0,Yes,No,64,Yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,Yes,credit card (automatic),102.45,6654.1,No
7841-tzdmq,male,0,No,No,2,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,credit card (automatic),46,84.5,Yes
4195-nzgta,female,0,No,No,1,No,no phone service,dsl,no,no,no,no,no,no,month-to-month,No,electronic check,25.25,25.25,No
7157-smcfk,male,0,No,Yes,61,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.75,1124.2,No
4709-lkhyg,female,0,Yes,Yes,29,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,electronic check,20,540.05,No
2504-dshih,male,1,Yes,No,23,Yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,No,electronic check,86.8,1975.85,No
0699-ndkjm,female,0,Yes,No,57,No,no phone service,dsl,yes,yes,yes,no,yes,yes,month-to-month,Yes,bank transfer (automatic),58.75,3437.45,No
9286-bhdqg,male,0,Yes,Yes,72,No,no phone service,dsl,yes,yes,yes,yes,no,no,two year,No,credit card (automatic),45.25,3139.8,No
0230-wequw,male,0,Yes,No,66,No,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,Yes,bank transfer (automatic),56.6,3789.2,No
2040-ldiwq,male,0,Yes,Yes,65,Yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),84.2,5324.5,No
6496-jdssb,female,0,No,No,8,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),80,624.6,No
9408-ssnvz,female,0,No,No,4,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,70.15,268.35,Yes
4443-embna,female,0,Yes,No,71,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),24.75,1836.9,No
6469-mrvet,male,0,Yes,Yes,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,electronic check,20.2,20.2,No
0742-moabm,male,0,Yes,No,4,Yes,no,dsl,no,no,no,yes,no,no,month-to-month,No,mailed check,50.05,179.35,Yes
5961-vusrv,female,0,No,No,12,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,bank transfer (automatic),19.35,219.35,No
6778-jfcmk,male,0,No,No,24,No,no phone service,dsl,yes,no,no,no,yes,yes,one year,Yes,mailed check,50.6,1288.75,No
6341-jvqgf,female,0,Yes,Yes,31,Yes,no,dsl,yes,no,yes,yes,yes,yes,one year,Yes,mailed check,81.15,2545.75,No
2232-dmlxu,female,0,Yes,No,1,Yes,no,dsl,no,no,no,no,yes,no,month-to-month,No,mailed check,55.2,55.2,Yes
4811-jbuvu,male,0,No,No,30,Yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,Yes,credit card (automatic),89.9,2723.15,No
0945-tsonx,female,0,Yes,Yes,47,Yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,Yes,credit card (automatic),85.3,4107.25,No
2651-zcbxv,male,0,No,No,54,Yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,Yes,credit card (automatic),108,5760.65,No
3316-uwxuy,male,0,No,No,50,Yes,no,fiber optic,yes,yes,no,yes,no,yes,month-to-month,Yes,credit card (automatic),93.5,4747.5,No
8937-rdthp,male,0,No,No,1,Yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,Yes,mailed check,84.6,84.6,Yes
7083-miopc,female,0,No,No,72,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),20.25,1566.9,No
1984-gpteh,female,0,No,No,29,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,electronic check,25.15,702,No
1251-krreg,male,0,No,No,2,Yes,yes,dsl,no,yes,no,no,no,no,month-to-month,Yes,mailed check,54.4,114.1,Yes
0621-jfhol,female,0,No,No,10,No,no phone service,dsl,no,no,no,yes,no,no,two year,Yes,mailed check,29.6,299.05,No
9903-lysab,male,0,Yes,No,18,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,73.15,1305.95,No
0094-oifmo,female,1,No,No,11,Yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,Yes,electronic check,95,1120.3,Yes
9227-uaqft,male,0,No,No,16,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.75,284.35,No
7301-abvad,female,0,No,No,72,Yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,No,bank transfer (automatic),86.6,6350.5,No
6614-fhdbo,male,0,No,No,72,Yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,No,bank transfer (automatic),109.2,7878.3,No
7576-aseju,female,0,Yes,Yes,41,Yes,no,dsl,yes,no,no,yes,yes,yes,one year,Yes,credit card (automatic),74.7,3187.65,No
9058-hrzsv,female,1,Yes,No,65,Yes,no,fiber optic,yes,yes,yes,no,no,yes,month-to-month,No,electronic check,94.4,6126.15,No
4522-akylr,female,1,No,No,13,Yes,no,dsl,no,yes,yes,no,no,no,month-to-month,Yes,electronic check,54.8,731.3,No
0221-wmxnq,male,1,No,No,4,Yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,No,electronic check,75.35,273.4,No
0303-uncip,male,0,No,No,41,Yes,yes,dsl,no,no,yes,no,no,yes,one year,No,mailed check,65,2531.8,No
9947-otfqu,male,1,No,No,15,Yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,electronic check,74.4,1074.3,Yes
0322-yinqp,male,0,No,No,1,Yes,no,dsl,yes,no,no,no,no,no,month-to-month,Yes,mailed check,48.55,48.55,Yes
0959-whokv,male,0,No,No,42,Yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,Yes,electronic check,99,4298.45,No
4075-jfpgr,female,0,Yes,No,51,Yes,no,fiber optic,yes,yes,yes,no,yes,no,one year,Yes,electronic check,93.5,4619.55,No
4629-nrxkx,female,0,Yes,Yes,2,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,No,electronic check,70.4,147.15,Yes
9514-jdski,male,1,Yes,No,1,No,no phone service,dsl,no,yes,no,no,yes,no,month-to-month,No,electronic check,40.2,40.2,Yes
3282-ziszv,male,0,No,Yes,32,Yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,No,credit card (automatic),83.7,2633.3,No
3675-ydupj,male,0,No,No,10,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,mailed check,19.85,193.05,No
4111-bnxif,female,0,Yes,Yes,67,No,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,Yes,electronic check,59.55,4103.9,No
7017-vfhay,female,0,Yes,Yes,61,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,No,credit card (automatic),115.1,7008.15,No
6655-lhbyw,male,0,No,No,50,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,No,credit card (automatic),114.35,5791.1,No
4959-josrx,female,0,Yes,No,2,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,credit card (automatic),44.6,80.55,Yes
5046-nuhwd,female,1,Yes,No,29,No,no phone service,dsl,yes,no,yes,no,no,yes,month-to-month,Yes,electronic check,45,1228.65,No
7273-tefqd,male,1,No,No,3,No,no phone service,dsl,no,no,yes,no,no,yes,month-to-month,Yes,electronic check,41.15,132.2,Yes
3606-twkgi,male,1,No,No,13,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,Yes,electronic check,106.9,1364.3,Yes
7529-zdfxi,male,1,Yes,No,57,Yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,Yes,electronic check,89.85,4925.35,No
7605-bdwdc,female,0,No,No,31,No,no phone service,dsl,yes,yes,no,yes,no,yes,two year,Yes,bank transfer (automatic),49.85,1520.1,No
1950-ksvvj,female,0,Yes,No,45,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,No,mailed check,113.3,5032.25,No
0123-crbrt,female,0,Yes,Yes,61,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,No,mailed check,88.1,5526.75,No
6292-tosss,male,0,No,No,50,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),24.9,1195.25,No
3197-arfoy,female,1,No,No,19,Yes,no,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,Yes,mailed check,105,2007.25,No
6323-aybrx,male,0,No,No,59,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.35,1099.6,Yes
7014-zzxaw,female,0,Yes,No,71,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,credit card (automatic),24.25,1732.95,No
4385-gzqxv,female,1,No,No,16,Yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,Yes,electronic check,94.45,1511.2,Yes
7633-mvpuy,male,0,Yes,No,57,Yes,no,dsl,yes,yes,no,yes,no,no,two year,Yes,electronic check,59.75,3450.15,No
6366-zgqgl,male,0,No,No,1,No,no phone service,dsl,no,no,no,no,no,no,month-to-month,No,bank transfer (automatic),24.8,24.8,Yes
4716-hhkqh,male,1,Yes,No,20,Yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,No,electronic check,107.05,2172.05,No
5940-ahuhd,male,0,No,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,No,mailed check,70.6,70.6,Yes
6432-twqlb,male,0,Yes,No,5,Yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,Yes,electronic check,85.4,401.1,Yes
4484-glzou,female,0,Yes,No,52,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,Yes,electronic check,105.05,5624.85,Yes
3179-gbrwv,male,1,Yes,No,21,Yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,Yes,bank transfer (automatic),64.95,1339.8,No
8645-kwhjo,male,0,No,No,14,No,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,Yes,electronic check,55,771.95,No
4130-mzlcc,female,0,No,No,5,Yes,no,dsl,no,yes,no,no,no,no,month-to-month,No,bank transfer (automatic),50.55,244.75,No
0314-tkosi,female,0,No,No,6,Yes,no,dsl,yes,yes,no,no,no,no,month-to-month,No,mailed check,55.15,322.9,No
8229-myejz,female,0,No,No,10,Yes,no,dsl,no,yes,no,no,no,no,month-to-month,No,electronic check,51.2,498.25,No
2080-srcde,female,0,No,Yes,1,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,25.4,25.4,No
9577-wjvcq,female,0,No,No,68,Yes,yes,dsl,yes,no,no,no,no,no,month-to-month,No,mailed check,54.45,3687.75,No
9512-uibfx,male,0,Yes,Yes,18,Yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,No,mailed check,95.15,1779.95,Yes
6202-dyyfx,female,0,No,No,22,Yes,yes,fiber optic,no,no,no,no,no,no,one year,Yes,credit card (automatic),76,1783.6,No
3808-hfkde,female,0,No,No,20,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,electronic check,44.35,927.15,No
5583-sxdag,male,0,Yes,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,No,electronic check,70,70,Yes
3488-pgmqj,male,1,No,No,8,Yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,electronic check,74.5,606.55,Yes
3580-reoac,male,0,No,No,10,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,credit card (automatic),44.85,435.4,Yes
7534-bfesc,male,1,No,No,24,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,76.1,1712.7,Yes
3727-owvyd,male,0,No,No,35,Yes,no,dsl,yes,yes,yes,no,no,no,one year,No,mailed check,61.2,2021.2,No
2294-salne,male,0,Yes,Yes,23,Yes,no,fiber optic,no,yes,yes,yes,no,no,one year,No,mailed check,86.8,1940.8,No
4847-tajyi,female,1,No,No,6,Yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,89.35,567.8,No
1563-iwqex,female,0,No,No,12,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.7,220.35,No
8203-xjzrc,male,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.25,20.25,No
6556-dbkzf,female,0,Yes,Yes,71,Yes,no,fiber optic,no,no,yes,no,no,no,two year,No,electronic check,76.05,5436.45,No
6851-wefyx,male,1,Yes,No,35,Yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,100.8,3437.5,No
2985-juubz,male,0,Yes,Yes,40,Yes,yes,dsl,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,74.55,3015.75,No
6390-dsazx,female,0,No,Yes,1,Yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,mailed check,73.6,73.6,Yes
0895-lmrsf,male,0,No,No,23,Yes,no,dsl,no,no,no,no,yes,yes,one year,Yes,bank transfer (automatic),64.9,1509.8,No
8098-llazx,female,1,No,No,4,Yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,95.45,396.1,Yes
8266-vbfql,male,0,No,No,4,Yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,Yes,electronic check,90.4,356.65,No
8181-yhcmf,female,0,Yes,Yes,68,No,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,No,credit card (automatic),60.3,4109,No
2240-hsjqd,male,0,No,Yes,38,Yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,mailed check,81.85,3141.7,No
1248-dyxub,male,0,Yes,Yes,52,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,24.8,1229.1,No
0265-edxbd,male,1,Yes,No,32,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,74.9,2303.35,Yes
4115-bnpjy,male,0,Yes,Yes,29,Yes,no,dsl,no,no,yes,yes,yes,yes,two year,No,mailed check,75.55,2054.4,No
3167-snqpl,male,1,Yes,Yes,38,Yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,No,electronic check,101.15,3741.85,No
4091-tvocn,male,0,No,Yes,48,Yes,yes,dsl,yes,no,yes,no,yes,yes,one year,Yes,credit card (automatic),78.75,3682.45,No
1098-tdvuq,female,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,bank transfer (automatic),19.25,19.25,No
7277-ozcgz,female,0,No,No,22,Yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,Yes,electronic check,89.05,1886.25,No
1557-emyvt,female,0,No,No,43,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,No,credit card (automatic),115.05,4895.1,No
2799-arnlo,female,1,Yes,No,5,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,69.35,341.6,No
7563-biupc,male,0,No,No,5,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,electronic check,80.6,415.55,Yes
5027-yocxn,male,0,Yes,Yes,51,Yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,No,credit card (automatic),110.05,5686.4,No
3973-skmln,male,0,No,No,71,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,credit card (automatic),19.9,1355.1,No
2321-ombxy,female,0,Yes,Yes,38,Yes,no,dsl,yes,yes,no,yes,yes,yes,one year,No,credit card (automatic),80.3,3058.65,Yes
2840-xanrc,male,1,Yes,No,24,Yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,93.15,2231.05,Yes
6745-jefzb,male,0,Yes,No,35,Yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,Yes,credit card (automatic),91.5,3236.35,No
5020-zstty,female,1,No,No,54,Yes,yes,dsl,yes,yes,no,yes,yes,yes,one year,No,bank transfer (automatic),82.45,4350.1,Yes
9880-tdqac,female,0,Yes,Yes,72,No,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,Yes,electronic check,60,4264,No
8705-wzcyl,male,0,No,No,1,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,electronic check,44.8,44.8,No
7102-jjvtx,female,0,Yes,Yes,9,Yes,no,dsl,yes,no,no,no,no,no,one year,No,mailed check,48.6,422.3,No
8626-ptqge,male,0,No,No,69,No,no phone service,dsl,yes,yes,no,yes,yes,yes,two year,Yes,bank transfer (automatic),60.05,4176.7,No
4983-clmlv,female,0,Yes,No,52,Yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,Yes,credit card (automatic),102.7,5138.1,No
5701-yvsvf,female,1,Yes,No,11,Yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,Yes,electronic check,82.9,880.05,No
5804-lepim,female,1,No,No,2,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,70.35,139.05,Yes
5697-gombf,female,1,Yes,Yes,28,No,no phone service,dsl,no,no,no,no,yes,no,month-to-month,Yes,electronic check,35.9,973.65,No
2739-cacdq,female,1,No,No,17,Yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,Yes,credit card (automatic),82.65,1470.05,No
